text	label	truth
How long do i have to wait for a transfer to reach my account?	transfer_timing	transfer_timing
Who accepts my card?	card_acceptance	card_acceptance
Why is there a charge on my account for taking out cash?	cash_withdrawal_charge	cash_withdrawal_charge
What are the top up charges for US cards?	top_up_by_card_charge	top_up_by_card_charge
How do I get rid of my account ASAP?	pin_blocked	terminate_account
What are the steps in order to activate my new card?	activate_my_card	activate_my_card
My recent transfer needs to be cancelled immediately; it was a mistake, please can you cancel it before it goes through?	cancel_transfer	cancel_transfer
Is there a top-up feature, if there isn't a lot of money left?	automatic_top_up	automatic_top_up
How can I freeze a stolen card?	lost_or_stolen_card	lost_or_stolen_card
The receipient doesn't see my money transfer.	cash_withdrawal_not_recognised	transfer_not_received_by_recipient
I wasn't applied the correct exchange rate for an item I bought	fiat_currency_support	card_payment_wrong_exchange_rate
How many countries do you support?	top_up_failed	country_support
What age can sign up for services?	activate_my_card	age_limit
Is there any discount for someone that exchanges currencies frequently?	disposable_card_limits	exchange_charge
What will I be charged for a physical card?	top_up_by_bank_transfer_charge	order_physical_card
Problems with top up	top_up_failed	top_up_failed
When I got cash, my exchange rate was wrong.	card_payment_wrong_exchange_rate	wrong_exchange_rate_for_cash_withdrawal
help me find the top-up card's verification code?	verify_source_of_funds	verify_top_up
I would like to make a transfer. How much does it cost?	contactless_not_working	top_up_by_bank_transfer_charge
I just got my new card but am not sure how to check its PIN.	balance_not_updated_after_bank_transfer	get_physical_card
Why is there a direct debit I didn't make showing in the app?	automatic_top_up	direct_debit_payment_not_recognised
I have a pending transfer	pending_top_up	pending_transfer
I bought something and the money appeared back into my account? Why?	failed_transfer	reverted_card_payment?
Is there a problem with receiving my salary in GBP?	Refund_not_showing_up	receiving_money
Why did I receive an error message saying that my transfer was not possible?	passcode_forgotten	beneficiary_not_allowed
I completed a money transaction but the recipient hasn't received it	declined_cash_withdrawal	transfer_not_received_by_recipient
Why does the app revert a payment?	declined_transfer	reverted_card_payment?
Is my pending cash withdrawal processed?	automatic_top_up	pending_cash_withdrawal
I believe my money did not go through with my top up, was there a problem on your end?	compromised_card	top_up_reverted
I want to return an item.	pin_blocked	request_refund
Should I just wait until the post office sends a change of address form?	balance_not_updated_after_bank_transfer	edit_personal_details
locations to withdraw money	card_payment_wrong_exchange_rate	atm_support
How do I get a physical card?	order_physical_card	order_physical_card
Use credit card to transfer money	card_payment_wrong_exchange_rate	topping_up_by_card
I have waited 15 days, but my payment still hasn't cleared.	compromised_card	pending_card_payment
Did my refund go through? It's not on my statement.	pending_cash_withdrawal	Refund_not_showing_up
What is the auto top up function and where can I find that at?	card_delivery_estimate	automatic_top_up
I did a payment but the app reverted it	top_up_by_card_charge	reverted_card_payment?
What is the process of obtaining a disposable virtual card	disposable_card_limits	get_disposable_virtual_card
My top-up for Google Pay isn't working	wrong_amount_of_cash_received	apple_pay_or_google_pay
Where can I find the verification code on a top-up card?	activate_my_card	verify_top_up
Someone is using my account to do online shopping! Please freeze it asap	balance_not_updated_after_cheque_or_cash_deposit	compromised_card
What is this $1 charge on my statement?	top_up_reverted	extra_charge_on_statement
My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.	top_up_failed	card_payment_wrong_exchange_rate
How do I get my paycheck through this?	edit_personal_details	receiving_money
Why don't I have my transfer?	get_physical_card	balance_not_updated_after_bank_transfer
Can I top up my account with a cheque?	top_up_by_cash_or_cheque	top_up_by_cash_or_cheque
I would like to revert a transaction I did this morning	declined_card_payment	cancel_transfer
Why did I get charged for something I bought online? Even though it was international, I thought it would be covered.	transfer_fee_charged	transfer_fee_charged
How can I speed up a transfer?  Mine is pending.	passcode_forgotten	pending_transfer
I am extremely unhappy with this app and want to get rid of my account?	unable_to_verify_identity	terminate_account
How can I top up with this cheque I got?	top_up_by_bank_transfer_charge	top_up_by_cash_or_cheque
Do you support the exchange of EUR from my currency.	fiat_currency_support	fiat_currency_support
I don't know what's wrong, my contactless stopped working. Tried it in a few different places today and it didn't work in any of them.	apple_pay_or_google_pay	contactless_not_working
Where can the card be used?	card_acceptance	card_acceptance
Can someone please assist me with finding my nearest ATM?	supported_cards_and_currencies	atm_support
My card doesn't work.	card_not_working	card_not_working
When I submit a transfer, it is being declined.  The information I put in has been reviewed.	compromised_card	declined_transfer
How much am I charged for a SEPA transfer?	transaction_charged_twice	top_up_by_bank_transfer_charge
The app failed to verify my identity.	unable_to_verify_identity	unable_to_verify_identity
transaction failed?	direct_debit_payment_not_recognised	transfer_not_received_by_recipient
I just purchased a disposable virtual card. Am I able to use it for online purchases immediately?	declined_cash_withdrawal	get_disposable_virtual_card
What do i have to do to change my name?	verify_my_identity	edit_personal_details
The app reverted what I topped up.	top_up_reverted	top_up_reverted
Is there a fee to exchange foreign money?	top_up_by_card_charge	exchange_charge
Why does the top-up need verification?	declined_transfer	verify_top_up
If I feel someone has my card information, can I get a new card?	extra_charge_on_statement	compromised_card
I want to use bank transfer for topping up my account. How is it handled?	transfer_into_account	transfer_into_account
How do I make sure I don't run out of money on my card while traveling?	balance_not_updated_after_cheque_or_cash_deposit	automatic_top_up
What do I need to do to get a refund?	why_verify_identity	request_refund
I want to close my account	verify_my_identity	terminate_account
Where's the money that got charged to my card? It's not showing up in my account balance	transfer_not_received_by_recipient	topping_up_by_card
I have a transaction that shows several times	cash_withdrawal_not_recognised	transaction_charged_twice
Is it acceptable to use my card anywhere?	automatic_top_up	card_acceptance
I am unhappy with my purchase, how do I cancel the order?	lost_or_stolen_card	request_refund
Send me a physical card	get_disposable_virtual_card	order_physical_card
Is there an additional charge for topping up using a European card?	country_support	top_up_by_card_charge
Why was my account deducted from a seller when I didn't approve of it?	contactless_not_working	direct_debit_payment_not_recognised
If I only have 1 other US card, can you take it?	supported_cards_and_currencies	supported_cards_and_currencies
For what reason was my transfer declined?	why_verify_identity	declined_transfer
Why is there a fee for withdrawing?	transfer_fee_charged	cash_withdrawal_charge
Need to deposit a cheque into my account	visa_or_mastercard	top_up_by_cash_or_cheque
Why can't I see my PIN?	getting_virtual_card	get_physical_card
May I receive a different card pin	change_pin	change_pin
Is there a disposable virtual card I can order?	change_pin	get_disposable_virtual_card
Something went wrong, I was charged an extra pound?	transaction_charged_twice	extra_charge_on_statement
Why can't I activate my card?	get_physical_card	activate_my_card
What if I need my salary in a different currency?	top_up_failed	receiving_money
I recently got a new place while I'm staying abroad and have been using this account to manage payments, but suddenly I am seeing fees increase. Where are these additional fees coming from?	card_swallowed	transfer_fee_charged
What is the purpose of the extra fee that is showing up on my statement?	activate_my_card	extra_charge_on_statement
I want information about the source of funds.	age_limit	verify_source_of_funds
The app won't let me log in as myself.	balance_not_updated_after_bank_transfer	unable_to_verify_identity
My card payment is pending.	card_payment_fee_charged	pending_card_payment
I got my new card. How do I activate it?	passcode_forgotten	activate_my_card
My card stopped working when I use it	card_not_working	card_not_working
I am trying to make a transfer and am unsuccessful, can you please tell me why?	cancel_transfer	failed_transfer
Are PIN separately?	exchange_via_app	get_physical_card
Can you freeze my account?  I just saw there are transactions on my account that I don't recognize.  How can I fix this?	failed_transfer	card_payment_not_recognised
Can I have a refund?	request_refund	request_refund
I am missing some funds from my account - I tried to transfer them using my credit card number, and it disappeared.	beneficiary_not_allowed	topping_up_by_card
The hotel called and said I left my phone in the room.	lost_or_stolen_phone	lost_or_stolen_phone
I requested a virtual card but it is not showing up. Why?	card_arrival	getting_virtual_card
I just activated auto top-up, but it is not letting me enable it. Why not?	card_swallowed	automatic_top_up
I need to reorder my virtual card!	get_physical_card	getting_virtual_card
Where on the website do I go to link my card?	verify_top_up	card_linking
I am traveling to Germany, Will I be able to use my card there?	unable_to_verify_identity	card_acceptance
Where is the auto top-up option?	card_acceptance	automatic_top_up
I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!	exchange_charge	card_payment_wrong_exchange_rate
Can I link another card to my account?	declined_cash_withdrawal	card_linking
Is there a reason why my account isn't updating because I used a check to  balance my account?	transfer_timing	balance_not_updated_after_cheque_or_cash_deposit
When does the money get transferred to my account	declined_card_payment	transfer_timing
Please help me get a new card, I reside in the United States.	transfer_timing	country_support
Can I make a withdraw if I am out of country from with out any fees at an ATM?	top_up_by_cash_or_cheque	wrong_exchange_rate_for_cash_withdrawal
I want to cancel a transfer right away! Can you help?	failed_transfer	cancel_transfer
How do I link this new card?	lost_or_stolen_card	card_linking
Why hasn't my transfer gone through yet?	getting_virtual_card	pending_transfer
Why could my transfer have been declined?	why_verify_identity	declined_transfer
I made a money transaction but the recipient can't see it	cash_withdrawal_not_recognised	transfer_not_received_by_recipient
I'm not sure why I was charged an extra fee for transferring funds.	transaction_charged_twice	transfer_fee_charged
Will you deal with SWIFT transfers?	wrong_amount_of_cash_received	top_up_by_bank_transfer_charge
Why are my payments showing pending?	verify_top_up	pending_card_payment
My American Express is in my Apple Pay and the top up is failing, why?	balance_not_updated_after_bank_transfer	apple_pay_or_google_pay
My friend still hasn't gotten a transaction I made.	transfer_not_received_by_recipient	transfer_not_received_by_recipient
There is a withdrawal that isn't mind in the app.	pending_cash_withdrawal	cash_withdrawal_not_recognised
Why is a money transfer not showing?	pending_top_up	pending_transfer
What methods can I use to top up my account?	transaction_charged_twice	top_up_by_cash_or_cheque
More than one time this week, I have been charged more than once for the same transaction. Please correct the issue and refund the duplicate charges.	<UNK>	transaction_charged_twice
Hello, My money went through for my purchase but now I got contacted from the seller noting that they didn't receive it. Then the money was returned to my account and I'm not sure why this occurred. So if you can resolve this issue please.	supported_cards_and_currencies	reverted_card_payment?
Where do I find the top-up verification code?	card_acceptance	verify_top_up
I payed with a card and was charged an extra fee	reverted_card_payment?	card_payment_fee_charged
How can I find the top-up verification code?	order_physical_card	verify_top_up
I made a transfer 12 hours ago. Why is it still listed as pending?	balance_not_updated_after_bank_transfer	pending_transfer
There is a strange payment on my statement. What should I do?	card_arrival	card_payment_not_recognised
Will my transfer immediately show up in my account?	declined_cash_withdrawal	transfer_timing
I need my funds verified.	passcode_forgotten	verify_source_of_funds
How can I get a second card for my daughter?	get_physical_card	getting_spare_card
What is a pending payment?	exchange_rate	pending_card_payment
Would it be possible to get another card?	topping_up_by_card	getting_spare_card
My transaction to pay for an item was returned to my account.	fiat_currency_support	reverted_card_payment?
How do I cancel my card? There are charges on my account that I didn't make.	balance_not_updated_after_bank_transfer	cash_withdrawal_not_recognised
Can I have it be delivered at a certain time?	compromised_card	card_delivery_estimate
why does the app show a direct debit payment that I did not authorize	unable_to_verify_identity	direct_debit_payment_not_recognised
How many days until the money will be in my account?	transfer_into_account	transfer_timing
I requested a refund, and never received it. What can I do?	extra_charge_on_statement	Refund_not_showing_up
Why is my card not working?	verify_source_of_funds	card_not_working
I would like to delete my account please.	apple_pay_or_google_pay	terminate_account
Can you give me a visa?	getting_spare_card	visa_or_mastercard
Help!  The atm won't give me my card back.	extra_charge_on_statement	card_swallowed
Can you get me my card fast?	transfer_not_received_by_recipient	card_delivery_estimate
I want a refund because my package has been taking too long to arrive. How do I go about doing that?	automatic_top_up	request_refund
Why am I being charged more ?	transfer_fee_charged	card_payment_wrong_exchange_rate
where can user find pin?	card_acceptance	get_physical_card
When can I expect to receive my new card?	card_delivery_estimate	card_delivery_estimate
Can I add to my account balance with a cheque?	disposable_card_limits	top_up_by_cash_or_cheque
I don't recognise a card payment	disposable_card_limits	card_payment_not_recognised
How long until my friend receives my transaction?	unable_to_verify_identity	transfer_not_received_by_recipient
My card payment is showing pending.	request_refund	pending_card_payment
My card won't work.	card_not_working	card_not_working
I've just come back from an eating holiday in the USA and Canada and have SO many pending and duplicated transactions on my account.  I think there is something wrong, can you look in to it please?	card_linking	transaction_charged_twice
I'm in Spain and my stuff has been stolen. My card was with it and I need a new one shipped and the old one frozen.	lost_or_stolen_card	lost_or_stolen_card
My payment has been declined, I thought this issue was fixed!	pending_card_payment	declined_card_payment
What is the fee on my card payment?	top_up_by_card_charge	card_payment_fee_charged
Says my transfer can't be completed?	card_swallowed	failed_transfer
Are there any restrictions causing my transfer to be declined?	automatic_top_up	declined_transfer
Can I change the amount I made on a payment that I made to the payment is correct.	disposable_card_limits	cancel_transfer
Good morning. I tried to make a purchase with my credit card last night and again this morning. Both times it was declined. Can you investigate?	terminate_account	declined_transfer
My card is about to expire.	card_about_to_expire	card_about_to_expire
The top-up is pending.	getting_virtual_card	pending_top_up
how do I link a card I already have?	edit_personal_details	card_linking
I can't get my card to work.	balance_not_updated_after_cheque_or_cash_deposit	card_not_working
Why isn't my PIN available yet?	getting_virtual_card	get_physical_card
OMG!  I'm trying to load my card and it wont top up!  I desperately need the money either on my card or in my bank, where is it?	pending_card_payment	pending_top_up
Hey I tried to get some money out earlier but the machine didn't work. Now just saw the transaction still seems in progress! Can you please check what's going there, seems something is broken, I don't want to be charged for money that I haven't actually received!	cancel_transfer	pending_cash_withdrawal
Once my card expires, what should I do?	lost_or_stolen_phone	card_about_to_expire
how can i change my details	edit_personal_details	edit_personal_details
What type of ATMs accept this card?	atm_support	atm_support
I've tried looking for the auto-top up option on your website and I can't seem to find it. Can you help me?	card_linking	automatic_top_up
What is the wait time for a transfer from the US?	card_acceptance	transfer_timing
I have multiple charges on the same transaction.	top_up_failed	transaction_charged_twice
How can I top up by card?	top_up_limits	topping_up_by_card
I feel like too much money was taken during my currency exchange.	wrong_exchange_rate_for_cash_withdrawal	wrong_exchange_rate_for_cash_withdrawal
why was my transfer declined	declined_transfer	declined_transfer
Who else can top up my account	top_up_limits	topping_up_by_card
Do you do SWIFT transfers?	fiat_currency_support	top_up_by_bank_transfer_charge
I found my card, can I add it to the app?	extra_charge_on_statement	card_linking
Your top-up function isn't working, it still says pending even though I know my card works.	apple_pay_or_google_pay	pending_top_up
I have to verify the source of my funds	card_swallowed	verify_source_of_funds
If I want a physical card, do I have to pay anything?	card_acceptance	order_physical_card
Why would my transfer be declined? I've checked that I've put in all the right details, but it is still declined.	balance_not_updated_after_bank_transfer	declined_transfer
I've received my card so now I need to know how to sync it to the app.	balance_not_updated_after_bank_transfer	card_linking
show me how to top up with my card	card_not_working	topping_up_by_card
Can I link an existing card?	declined_cash_withdrawal	card_linking
What is the necessity of verifying the top up?	order_physical_card	verify_top_up
What fees apply when using a card?	top_up_reverted	card_payment_fee_charged
I've been charged more than once for the same transaction	top_up_failed	transaction_charged_twice
Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.	card_payment_wrong_exchange_rate	card_payment_wrong_exchange_rate
I already have one of your cards, how do I link them?	pending_transfer	card_linking
I just got my card and want to use it, how do I activate my card?	passcode_forgotten	activate_my_card
Are there restrictions for my disposable card since it does not seem to be working?	supported_cards_and_currencies	virtual_card_not_working
What is a disposable virtual card?	direct_debit_payment_not_recognised	get_disposable_virtual_card
I just lost my wallet and I see that they are already withdrawing money from my account. How can I stop this?	pending_transfer	cash_withdrawal_not_recognised
How do I retrieve my card from the machine?	order_physical_card	card_swallowed
I forgot the code to access the app.	verify_top_up	passcode_forgotten
Can you tell me the total cost of a transfer?	terminate_account	top_up_by_bank_transfer_charge
I am not able to do a transfer to an account	beneficiary_not_allowed	beneficiary_not_allowed
Where is the tracking number for the card you sent me?	card_acceptance	card_arrival
When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?	top_up_failed	card_payment_wrong_exchange_rate
still waiting on my new card	topping_up_by_card	card_arrival
how do i get a card if i am in the usa	order_physical_card	country_support
Where is the card PIN?	card_acceptance	get_physical_card
My card is lost! What can I do?	lost_or_stolen_card	lost_or_stolen_card
I was wondering how I could have two charges for the same item happen more than once in a 7 day period. Is there anyway I could get this corrected asap.	verify_source_of_funds	transaction_charged_twice
How do I make contactless work	contactless_not_working	contactless_not_working
Why wasn't I able to transfer to another account?	pending_top_up	beneficiary_not_allowed
I don't like your company. Delete my account.	get_disposable_virtual_card	terminate_account
I would like to delete my account.	wrong_amount_of_cash_received	terminate_account
What happens if a merchant doesn't accept a payment?	lost_or_stolen_card	reverted_card_payment?
Someone stopped my payment	top_up_failed	reverted_card_payment?
Can it automatically top-up money if there isn't much left?	terminate_account	automatic_top_up
Why would a transfer fail?	top_up_limits	failed_transfer
My statement doesn't show that a refund has processed	top_up_by_cash_or_cheque	Refund_not_showing_up
I thought cash withdrawals were free? Why have I been charged a fee? Also, how much is this fee?	cash_withdrawal_charge	cash_withdrawal_charge
Where are the options to top up with a cheque on my account?	card_payment_not_recognised	top_up_by_cash_or_cheque
I'm quite confused as to what is going on. There is some odd extra pound charge on my statement in the app that's just listed as pending and doesn't go away since a couple days.	extra_charge_on_statement	extra_charge_on_statement
The wrong exchange rate was used when I bought something with a foriegn currency.	card_payment_wrong_exchange_rate	card_payment_wrong_exchange_rate
I am not satisfied with your company and would like to delete my accounts!	transfer_into_account	terminate_account
My card has not arrived yet.	card_swallowed	card_arrival
Why did my transfer fail?	top_up_limits	failed_transfer
I need to make a transfer, what will the fee be?	cash_withdrawal_charge	top_up_by_bank_transfer_charge
Why do I have to verify the top-up?	declined_transfer	verify_top_up
My disposable virtual card is not working when I try to use it at a point of sale transaction. What do I do now?	apple_pay_or_google_pay	virtual_card_not_working
The service of this company sucks, I need to terminate my account.	contactless_not_working	terminate_account
The ATM is declining my card. I tried at two different ATMs. Can you tell me if there's anything wrong with my account?	declined_cash_withdrawal	declined_cash_withdrawal
I made an out of country transfer and it hasn't went through yet.	pending_transfer	balance_not_updated_after_bank_transfer
Are there certain ATMs that I can use this card at?	Refund_not_showing_up	atm_support
My disposable card seems not to be working am I doing something wrong?	declined_card_payment	virtual_card_not_working
How do I get a visa card?	verify_top_up	visa_or_mastercard
Why doesn't my balance reflect my transfer	balance_not_updated_after_cheque_or_cash_deposit	balance_not_updated_after_bank_transfer
Where do I go to get the code to verify the top up card?	verify_top_up	verify_top_up
Can I make multiple online transactions with my virtual card?	terminate_account	virtual_card_not_working
It's been two weeks, why has the transaction for $1.00 not been reversed?	passcode_forgotten	extra_charge_on_statement
I need to edit the personal details section of my account	balance_not_updated_after_cheque_or_cash_deposit	edit_personal_details
It wants me to verify the top up. Why?	getting_virtual_card	verify_top_up
How old does one have to be to have an account with the bank?	transfer_timing	age_limit
My latest payment was declined, I was told everything was back to working order. What happened?	automatic_top_up	declined_card_payment
How much more do I have to pay to exchange currencies?	exchange_charge	exchange_charge
Someone needs to make me aware when there are extra charges for payments. I happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all.	pending_card_payment	card_payment_fee_charged
I wanted to use my card contactless but it doesn't seem to be working, what could be the problem?	pending_top_up	contactless_not_working
My card isn't working	wrong_amount_of_cash_received	card_not_working
Why do you charge fees on card payments?	transaction_charged_twice	card_payment_fee_charged
How do I update my details?	pin_blocked	edit_personal_details
how to change name	card_not_working	edit_personal_details
My card broke.	top_up_failed	card_not_working
What can I do if contactless doesn't work?	balance_not_updated_after_cheque_or_cash_deposit	contactless_not_working
Is there any limit to the amount I can add to a card at a time?	card_payment_fee_charged	top_up_limits
I'm really stuck. I don't know why but my card payment has not gone through.	card_arrival	declined_card_payment
How can I get my card out of the damn ATM?	unable_to_verify_identity	card_swallowed
How can someone add money to my account?	virtual_card_not_working	topping_up_by_card
I'm concerned about a payment that has recently been made on my card.  I do not recognize the name that the transaction went to, can you help me?	getting_spare_card	card_payment_not_recognised
There's a direct debit on my account that I didn't authorize	visa_or_mastercard	direct_debit_payment_not_recognised
Is my card usable anywhere?	exchange_rate	card_acceptance
how can i top up?	why_verify_identity	topping_up_by_card
How do I freeze my card? I think someone is using it to make a bunch of online transactions.	verify_source_of_funds	compromised_card
What is the process of card activation?	activate_my_card	activate_my_card
Can you freeze my card because someone used it while I was out of town. I did not make these purchases.	cancel_transfer	compromised_card
Im waiting for my transaction to go through.	pending_card_payment	transfer_not_received_by_recipient
My card got lost.	reverted_card_payment?	lost_or_stolen_card
Why is a transaction showing as pending when I recieved cash from an ATM?	getting_virtual_card	pending_cash_withdrawal
How can I view the source of my available funds?	balance_not_updated_after_cheque_or_cash_deposit	verify_source_of_funds
I am seeing in the App a some cash withdrawal that its not mine	request_refund	cash_withdrawal_not_recognised
How can I top-up my limit?	top_up_limits	top_up_limits
Can I find the origination of my funds?	compromised_card	verify_source_of_funds
Help me cancel my transaction	card_not_working	cancel_transfer
How fast can you deliver?	contactless_not_working	card_delivery_estimate
The stupid machine just swallowed my card!! I need a new one ASAP	getting_virtual_card	card_swallowed
Where are cards delivered to?	top_up_by_card_charge	order_physical_card
It seems someone used my card! There are a few transactions from a small town in the middle of nowhere that I definitely have not made! Please prevent them from using it immediately!	extra_charge_on_statement	compromised_card
Can I use your app if I am from the EU?	declined_cash_withdrawal	country_support
I have a payment listed in error.	card_about_to_expire	card_payment_not_recognised
There's a recent charge on my card that I know I didn't make because I've never seen the name before. Can we investigate this?	getting_spare_card	card_payment_not_recognised
Why do I get charged additional fees on some payments, but not others?	transfer_fee_charged	card_payment_fee_charged
How do I open up an account for my child?	virtual_card_not_working	age_limit
"""""""Can you help me with a weird charge?  It's a pound charge that never goes away from the statement view on the app I'm using.  It's not described as anything but """"""""Pending"""""""", and that status has never changed during the last two days."""""""	extra_charge_on_statement	extra_charge_on_statement
The expiration date of my card is approaching .	Refund_not_showing_up	card_about_to_expire
I would like to cancel a payment. I purchased something several days ago and i still have not received it.	compromised_card	request_refund
Are you sure when the withdrawal will show?	pending_cash_withdrawal	pending_cash_withdrawal
Where can I receive my card?	card_acceptance	order_physical_card
i transfered however its still pending	extra_charge_on_statement	pending_transfer
How can I top-up my card?	top_up_limits	top_up_by_cash_or_cheque
Why didn't my transfer go through?	passcode_forgotten	failed_transfer
Hello! I recently made a purchase and I'm needing to cancel my order and process a refund as soon as possible.	pending_cash_withdrawal	request_refund
May I have another card?	getting_spare_card	getting_spare_card
im not paying this transfer fee	atm_support	transfer_fee_charged
How can I verify my indentity?	age_limit	verify_my_identity
I did a transfer to my account but it doesn't show up	beneficiary_not_allowed	balance_not_updated_after_bank_transfer
I am sick of this damn company and want to close out my account.	contactless_not_working	terminate_account
I made a transfer a few hours ago from a UK banking account.  I do not yet see the transfer.  Please check on this for me.	card_linking	balance_not_updated_after_bank_transfer
The atm won't give my card back!	automatic_top_up	card_swallowed
Is there any way to Auto top-up?	getting_virtual_card	automatic_top_up
How do my friends top up my account	verify_my_identity	topping_up_by_card
Can I use app to freeze account and dispute fraud?	cash_withdrawal_not_recognised	compromised_card
Can you tell me why my refund is not showing in my statement?	getting_spare_card	Refund_not_showing_up
What are the steps to activating a new card?	activate_my_card	activate_my_card
I can not seem to make a successful transfer, can you tell me what I'm doing wrong?	failed_transfer	failed_transfer
When I topped up, the app reverted my funds.	country_support	top_up_reverted
My ecchange rate was wrong for a cash transaction.	card_payment_wrong_exchange_rate	wrong_exchange_rate_for_cash_withdrawal
How do I add the card to my account?	virtual_card_not_working	card_linking
What do I do if I think someone managed to get my card information?	edit_personal_details	compromised_card
For what reason would a top up be reverted and returned to my account?	contactless_not_working	top_up_reverted
My salary is received in the form of GBP. Do I need to do anything specific to configure this?	supported_cards_and_currencies	receiving_money
Someone has my card number, freeze my account.	verify_my_identity	compromised_card
Is using my card free?	activate_my_card	card_payment_fee_charged
Why can't I top up?	get_physical_card	top_up_failed
The expiration date on my card is coming up	Refund_not_showing_up	card_about_to_expire
The app reverted my top off.	cash_withdrawal_charge	top_up_reverted
going to need a new card what are the fees and time it takes	top_up_reverted	card_about_to_expire
Can I cancel a transfer	beneficiary_not_allowed	cancel_transfer
Where will I find my card?	cash_withdrawal_charge	order_physical_card
If I transfer money from my bank to top-up my account will I be charged?	top_up_by_bank_transfer_charge	top_up_by_bank_transfer_charge
Can you give me information about verification code?	supported_cards_and_currencies	verify_top_up
Is there an auto top-up option?	exchange_rate	automatic_top_up
Is there a fee for withdrawing cash?	atm_support	cash_withdrawal_charge
Explain why I can't do a transfer to a beneficiary.	wrong_amount_of_cash_received	beneficiary_not_allowed
Why was a charged just for transferring?	transfer_fee_charged	transfer_fee_charged
Can I receive a refund for my item?	request_refund	request_refund
Some idiot stole my card.	transaction_charged_twice	lost_or_stolen_card
My transfer is still coming up as pending.	card_swallowed	pending_transfer
I was retrieving money and my card wouldn't remove.	declined_card_payment	card_swallowed
Still waiting on a refund.	card_payment_fee_charged	Refund_not_showing_up
When will my balance update after a transfer?	top_up_failed	balance_not_updated_after_bank_transfer
my card was not in the mail again can you advise?	supported_cards_and_currencies	card_delivery_estimate
How do I update the PIN on my account?	contactless_not_working	change_pin
I've tried my card a bunch of times and it never worked.	virtual_card_not_working	card_not_working
Where can I withdrawal my money?	top_up_by_card_charge	atm_support
My card is about to expire. How do I get a new one?	card_payment_fee_charged	card_about_to_expire
What places can I use my card?	top_up_reverted	card_acceptance
how do I top up my money automatically	verify_my_identity	automatic_top_up
Do I qualify for a visa card?	activate_my_card	visa_or_mastercard
How does a transfer work?	balance_not_updated_after_cheque_or_cash_deposit	transfer_into_account
can you assist me with the auto top up ?	card_linking	automatic_top_up
Can I use my Apple Watch to to top up?	transfer_not_received_by_recipient	apple_pay_or_google_pay
There is a direct debit that's not mine.	direct_debit_payment_not_recognised	direct_debit_payment_not_recognised
Do I need to establish I am paid in GBP before a transfer?	declined_card_payment	receiving_money
Why did I get less money than I asked for?	top_up_limits	wrong_amount_of_cash_received
Is their a fee for top ups?	top_up_reverted	top_up_by_card_charge
How do I find the verification code for my top-up card?	card_delivery_estimate	verify_top_up
how long dies it take for transfers to reflect on my balance	balance_not_updated_after_cheque_or_cash_deposit	transfer_timing
Who accepts this card?	card_acceptance	card_acceptance
Can I use app to freeze my card and dispute fraud?	getting_spare_card	compromised_card
Why would there be a payment on my account I don't recognize?	unable_to_verify_identity	card_payment_not_recognised
i have not received my card	extra_charge_on_statement	card_arrival
When using a US card, what is the cost for a top up/off?	country_support	top_up_by_card_charge
My card was declined today when eating and I need to know what's wrong.	age_limit	card_not_working
There is a Direct Debit that I don't recognize.	direct_debit_payment_not_recognised	direct_debit_payment_not_recognised
How do I track my card?	why_verify_identity	card_arrival
My card's expiring, what happens now?	exchange_rate	card_about_to_expire
Something is wrong with my payment account since it has been declined	declined_card_payment	declined_card_payment
Where can I use my card?	card_acceptance	card_acceptance
I made a mistake with a transaction!	lost_or_stolen_phone	cancel_transfer
What is the maximum number of transactions I can make with one card?	top_up_by_card_charge	disposable_card_limits
What is the tracking number for the card you sent?	activate_my_card	card_arrival
I cannot use my card.	top_up_limits	card_not_working
What are the ATMs that will accept this card?	Refund_not_showing_up	atm_support
I want to withdraw money, where can I go?	card_delivery_estimate	atm_support
My card is broke, what do I do?	pin_blocked	card_not_working
Are SWIFT transfers accepted?	top_up_by_cash_or_cheque	top_up_by_bank_transfer_charge
I'm out of money, can I add money with my bank?	declined_cash_withdrawal	transfer_into_account
How do I top up my card?	transaction_charged_twice	transfer_into_account
I need to validate the source of my funds.	pending_top_up	verify_source_of_funds
Where can I see the source of my money?	card_delivery_estimate	verify_source_of_funds
My transfer will not go through.	pending_transfer	failed_transfer
More fees, this time for withdrawing my own cash. Why are you robbing me?	getting_virtual_card	cash_withdrawal_charge
Can you cancel my purchase?	declined_cash_withdrawal	request_refund
Why does it say pending cash withdrawal on my statement?	get_physical_card	pending_cash_withdrawal
I am waiting for a pending money transfer to process.	compromised_card	pending_transfer
Will topping up by transfer lead to a charge on my account?	<UNK>	top_up_by_bank_transfer_charge
I just got this card & I don't know how to activate it.	passcode_forgotten	activate_my_card
I am not being recognized by the app.	unable_to_verify_identity	unable_to_verify_identity
May I get a disposable virtual card as well?	cash_withdrawal_not_recognised	get_disposable_virtual_card
Where did this 1 euro fee come from?	top_up_by_bank_transfer_charge	extra_charge_on_statement
How can I create many temporary cards daily?	pin_blocked	disposable_card_limits
I tired to move my money, but my transfer was declined.	fiat_currency_support	declined_transfer
